Rank,username,Youtube_Url,Name,Category,Amount_Subscribers,Country,Avg_Views,Avg_Likes,Avg_Comments
728,Narendra Modi,http://youtube.com/channel/UC1NF71EwP41VdjAU1iXdLkw,Narendra Modi,Science & TechnologyNews & Politics,11700000,India,37300,1500,102
729,WiederDude,http://youtube.com/channel/UCpDNnvxEf3iWuJbtmUk6DnA,WiederDude,,11700000,United States,2600000,49000,489
730,Koo Koo TV - Hindi,http://youtube.com/channel/UCZNr3-bxFbzfLzbiJ_rJ5zw,Koo Koo TV - Hindi,,11700000,India,442000,4500,107
731,Garena Free Fire LATAM,http://youtube.com/channel/UC1ZPgKGxaT5P7QKN_bk9xkw,Garena Free Fire LATAM,,11700000,Mexico,459700,3100,170
732,MrTimbaVk,http://youtube.com/channel/UCp7wTrsCU7eICb5z69D3rwA,Timba Vk,AnimationVideo games,11700000,Mexico,689300,33500,852
733,emma chamberlain,http://youtube.com/channel/UC78cxCAcp7JfQPgKxYdyGrg,emma chamberlain,Food & Drinks,11600000,United States,5300000,492600,31700
734,SMOL,http://youtube.com/channel/UCBBZ7No0AzEJ3qiatjSa-mg,SMOL,,11600000,United States,1300000,46400,24
735,elrubius,http://youtube.com/channel/UCcjIvuxmWlS5IEQ0JdPV4Ng,Rubius Z,MoviesAnimation,11500000,Argentina,1600000,119400,1200
736,lokdhuntv,http://youtube.com/channel/UCjb5iAXrj1D6NjHJYvDGw7w,Wave Music Bhakti ,Music & Dance,11500000,,6600,153,11
737,Halsey,http://youtube.com/channel/UCOCgB3xd-B-1qAm-hR9OLrA,Halsey,News & Politics,11500000,United States,36000,4400,73
738,E-MasterSensei,http://youtube.com/channel/UC3osN7-7XJq3NEoKZIUUx0w,E-MasterSensei,MoviesVideo games,11500000,Mexico,989600,65700,3400
739,Jamuna TV,http://youtube.com/channel/UCN6sm8iHiPd0cnoUardDAnw,Jamuna TV,News & Politics,11500000,Bangladesh,33900,925,61
740,kidstvindia,http://youtube.com/channel/UCZbTuDplLcBb4bTHa_-5_UA,Kids TV India Hindi Nursery Rhymes,Education,11500000,,165900,1100,
741,123 GO!,http://youtube.com/channel/UCBXNpF6k2n8dsI6nBH8q4sQ,123 GO!,DIY & Life Hacks,11500000,United States,1000000,8200,218
742,SBTonline,http://youtube.com/channel/UCR3TOnFWDeAlT-Ho6LueDmg,SBT,,11500000,Brazil,259,45,2
743,hoiitsroi,http://youtube.com/channel/UCNdqe5zJ6k-i7XKoYWA4Z2g,Wassabi,MoviesHumor,11500000,United States,73600,3800,373
744,Pragati Verma Shorts,http://youtube.com/channel/UCZcR0eG70cbq044cb_OH3Qw,Pragati Verma Shorts,,11500000,India,3400000,276900,1700
745,FirstWeFeast,http://youtube.com/channel/UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast,Food & Drinks,11500000,United States,264500,6700,477
746,MTV2,http://youtube.com/channel/UCrkzfc2yf-7q6pd7EtzgNaQ,Wild 'N Out,Music & DanceHumor,11500000,United States,256700,6700,205
747,FelipeViktor,http://youtube.com/channel/UCHuZmQ0lSW8TG81dVZZh5rw,LipaoGamer,MoviesAnimation,11500000,Brazil,137400,8900,146
748,Tiana,http://youtube.com/channel/UC6sSkkemzPjmrzS0Y0V_2zw,Tiana,Video gamesHumor,11500000,United Kingdom,207100,5300,476
749,Hero Movies 2022,http://youtube.com/channel/UCGzmSVjq_yQRgcgpA9SBTjw,Hero Movies 2022,Daily vlogs,11500000,India,30600,294,7
750,Луномосик,http://youtube.com/channel/UCdKEBeInDzinQ6MG2HkF7Gw,Луномосик,Video games,11500000,Russia,2100000,68800,2900
751,الجانب المُشرق | Bright Side Arabic,http://youtube.com/channel/UCmYYUdR85LRVB5yT1Y7DjFA,الجانب المُشرق | Bright Side Arabic,,11500000,Egypt,30700,892,51
752,ExpCaseros,http://youtube.com/channel/UCoTyVfIkM-hjz4JauDoVvog,ExpCaseros,DIY & Life HacksFood & Drinks,11500000,Spain,62100,2200,153
753,CrazyRussianHacker,http://youtube.com/channel/UCe_vXdMrHHseZ_esYUskSBw,CrazyRussianHacker,AnimationToys,11500000,United States,62900,2200,84
754,Akon,http://youtube.com/channel/UC6IBMCQ6-d7p41KHxOsq4RA,Akon,Music & Dance,11500000,Brazil,85300,6800,524
755,VyQwaint,http://youtube.com/channel/UCmRY4NSGK52lP_Lz11CjdYw,Vy Qwaint,Video gamesHumor,11500000,United States,2000000,38200,4600
756,办公室小野 Ms Yeah,http://youtube.com/channel/UCRB4xZ_2ew7fzmrcv8aj4Lw,办公室小野 Ms Yeah,,11500000,United States,183200,12400,33
757,storybots,http://youtube.com/channel/UCAJnyTWJPpKXuwgWQDdNWrQ,Netflix Jr.,AnimationHumor,11400000,,51300,154,
758,BBCEarth,http://youtube.com/channel/UCwmZiChSryoWQCZMIQezgTg,BBC Earth,,11400000,United States,71700,2000,142
759,YoungBoy Never Broke Again,http://youtube.com/channel/UClW4jraMKz6Qj69lJf-tODA,YoungBoy Never Broke Again,Music & Dance,11400000,United States,5600000,273300,20400
760,Ya - Alisa,http://youtube.com/channel/UCVbPnm-qCjH-8Yl1-k4BQkA,Ya - Alisa,,11300000,,2600,16,
761,GoldminesAction,http://youtube.com/channel/UCY7tB-mpvlQeWgaCCS1Cmwg,GoldminesAction,,11300000,,12000,139,
762,blackeyedpeasvideo,http://youtube.com/channel/UCBFaOy1_APEXEyA6Gws_Y1g,Black Eyed Peas,Music & Dance,11300000,United States,174900,8300,163
763,realannoyingorange,http://youtube.com/channel/UCi-5OZ2tYuwMLIcEyOsbdRA,Annoying Orange,MoviesAnimation,11300000,United States,259600,8800,527
764,Star Casablanca | نجوم الدار البيضاء,http://youtube.com/channel/UCuvAFpR5uxoXF8G4OgKY0lQ,Star Casablanca | نجوم الدار البيضاء,Music & Dance,11300000,Iraq,30700,1600,155
765,MashaBearUkraine,http://youtube.com/channel/UCHZcTOQMlcCmONp5Apm6qSQ,Маша та Ведмідь,Education,11300000,,236900,1300,
766,TiempodeSol,http://youtube.com/channel/UC7S5EdUYwr7r04MrIjtSPNg,Duo Tiempo De Sol,Music & DanceAnimation,11300000,,197600,710,
767,Biperysusamigos,http://youtube.com/channel/UCYslmQ8uJYORVagKOtejwAQ,Biper y sus Amigos,Music & DanceMovies,11300000,,155900,,
768,CaptainSparklez,http://youtube.com/channel/UCshoKvlZGZ20rVgazZp5vnQ,CaptainSparklez,Video games,11300000,United States,167100,17200,708
769,Bispo Bruno Leonardo,http://youtube.com/channel/UCVNouUw3d3l5JYVCxhAQXKA,Bispo Bruno Leonardo,Music & Dance,11300000,Brazil,655900,238000,177800
770,UnspeakableGaming,http://youtube.com/channel/UCKYb5XBe-5OSEgLijLSoDtw,UnspeakableGaming,Video games,11300000,United States,581100,11300,874
771,epicfortnite,http://youtube.com/channel/UClG8odDC8TS6Zpqk9CGVQiQ,Fortnite,MoviesVideo games,11300000,United States,152800,6200,461
772,pocoyotv,http://youtube.com/channel/UCnB5W_ZJgiDFnklejRGADxw,POCOYÓ en ESPAÑOL - Canal Oficial,,11300000,,334500,1300,
773,yogawithadriene,http://youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,Yoga With Adriene,Fitness,11300000,United States,302400,7900,395
774,Free Fire India Official,http://youtube.com/channel/UC4AB0_ectRryjCF_ugD0U8w,Free Fire India Official,Animation,11300000,India,81800,7800,323
775,crackrockcandy,http://youtube.com/channel/UCC7tqA6lA2QRw4BdrAEKFxg,Maymo,,11300000,United States,283400,1000,50
776,infobellskannada,http://youtube.com/channel/UCzKWILdrVl8ZEcDzaH4kl_A,infobells - Kannada,Education,11300000,,173700,805,
777,TV9 Bharatvarsh,http://youtube.com/channel/UCOutOIcn_oho8pyVN3Ng-Pg,TV9 Bharatvarsh,News & Politics,11300000,India,8000,137,8
778,lucygerardi43,http://youtube.com/channel/UCCw5Xsx3WazdczGTKJdjwPQ,Luli Pampín,Music & DanceAnimation,11300000,,840600,3500,
779,Republic Bharat,http://youtube.com/channel/UC7wXt18f2iA3EDXeqAVuKng,Republic Bharat,News & Politics,11300000,India,14200,,21
780,Magic Five,http://youtube.com/channel/UCEGfICV92gmM5w2t3gYfQDw,Magic Five,Travel,11300000,Russia,2000000,135500,7500
781,CarryisLive,http://youtube.com/channel/UC0IWRLai-BAwci_e9MylNGw,CarryisLive,,11300000,India,1000000,84500,1000000
782,luzugames,http://youtube.com/channel/UCHkh8YFg0l4tkY6_zvzdd5w,luzugames,AnimationVideo games,11300000,Mexico,327400,44900,1200
783,TheViralFeverVideos,http://youtube.com/channel/UCNJcSUSzUeFm8W9P7UUlSeQ,The Viral Fever,MoviesHumor,11300000,India,1200000,56600,1300
784,hawkrecord,http://youtube.com/channel/UCOo61v1PPAjoN2exxYAzdAw,Single Track Studio,Music & Dance,11300000,India,1300000,44100,1800
785,elcarteldesantatv,http://youtube.com/channel/UCunw-c0EKIX5LpPo8GpA2Aw,elcarteldesantatv,Music & Dance,11300000,Mexico,103900,7100,342
786,MC Divertida,http://youtube.com/channel/UCllJguE1AIxYBmZJ8NUWiHg,MC Divertida,Music & DanceMovies,11200000,,387700,3900,
787,MaJa Tv Hindi Stories,http://youtube.com/channel/UCfl_I6C9DGcSGmjIGUxU04Q,MaJa Tv Hindi Stories,,11200000,India,518700,5500,110
788,ToysPlay,http://youtube.com/channel/UCdKicyl_ve5oyjasiO6njgQ,ToysPlay,AnimationToys,11100000,,220100,1200,
789,BakLol Video,http://youtube.com/channel/UCQfE97UMDGgKCFb7iGM8Btg,BakLol Video,MoviesHumor,11100000,India,1000000,18200,1300
790,AlArabiya,http://youtube.com/channel/UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,News & Politics,11100000,Algeria,2900,52,13
791,Avocado Couple I Crazy Comics,http://youtube.com/channel/UCzrMFWFWPou9RCMufXwWdDg,Avocado Couple I Crazy Comics,,11100000,United States,352900,3200,77
792,Morphle TV,http://youtube.com/channel/UC5Ti4_DVp7LW34PjEwB13Xg,Morphle TV,AnimationToys,11100000,,242000,,
793,watchcut,http://youtube.com/channel/UCbaGn5VkOVlcRgIWAHcrJKA,Cut,Humor,11100000,United States,404700,14600,569
794,RapGeniusVideo,http://youtube.com/channel/UCyFZMEnm1il5Wv3a6tPscbA,Genius,Music & DanceMovies,11100000,United States,27100,1100,140
795,Quantum Tech HD,http://youtube.com/channel/UC4Tklxku1yPcRIH0VVCKoeA,Quantum Tech HD,,11100000,United States,2400000,11000,190
796,oyabakatousan,http://youtube.com/channel/UCCKJzBnveLS7oLpS8Q4m2eg,"Sen, Momo, Ai & Shii's Channel",Daily vlogs,11100000,Japan,35200,147,
797,Mo Vlogs,http://youtube.com/channel/UC_hoQDD6zKcIqpIYLsFbBeA,Mo Vlogs,HumorAutos & Vehicles,11100000,India,342200,16600,1000000
798,chotoonz,http://youtube.com/channel/UC7e1XWjOlYy8XlNMeVxeKNg,Chotoonz TV - Funny Cartoons for Kids,,11100000,,47100,,
799,comedycentral,http://youtube.com/channel/UCUsN5ZwHx2kILm84-jPDeXw,Comedy Central,MoviesHumor,11100000,United States,31200,799,45
800,francoescamilla,http://youtube.com/channel/UCUjrDJokSX8JavRwy5iUOkA,Franco Escamilla,,11100000,Mexico,463400,12800,334
801,FilmTheorists,http://youtube.com/channel/UC3sznuotAs2ohg_U__Jzj_Q,The Film Theorists,Movies,11100000,United States,2300000,124100,6500
802,Emily Tube,http://youtube.com/channel/UC-0D1RlSzcvBoODCKSoLl2g,Emily Tube,AnimationToys,11100000,,11600,50,
803,Virgínia Fonseca,http://youtube.com/channel/UCsaB2VrLZrtGbum6Eo0ClbA,Virgínia Fonseca,MoviesHumor,11100000,Brazil,554600,49300,895
804,ExplosmEntertainment,http://youtube.com/channel/UCWXCrItCF6ZgXrdozUS-Idw,ExplosmEntertainment,MoviesAnimation,11100000,United States,288700,16500,295
805,Pari's Lifestyle,http://youtube.com/channel/UCt_KDu-DtBqvIw7X-V7mlmQ,Pari's Lifestyle,Daily vlogs,11100000,India,1000000,12500,603
806,bharatzkitchen HINDI,http://youtube.com/channel/UCfD08FDOGbzIxCduGKkJ0Xg,bharatzkitchen HINDI,,11100000,India,202100,6100,243
807,prantoniojunior,http://youtube.com/channel/UCKEM87jzVqdIfAdTr0xNBfA,Pastor Antônio Júnior,Music & Dance,11100000,Brazil,308900,73100,7200
808,Diana and Roma IND,http://youtube.com/channel/UCGRdNfemQ7iXpacd75SE7rA,Diana and Roma IND,,11000000,,1200000,6500,
809,Влад и Никита,http://youtube.com/channel/UCppy4jafHu51iCMl-7qVbFA,Влад и Никита,Toys,11000000,,1500000,6300,
810,KapilComedyNights,http://youtube.com/channel/UCyfkoMQeJOoEt3ZhY3PI6Uw,Colors Rishtey,,10900000,India,6100,73,2
811,jpgameplayfull,http://youtube.com/channel/UCYSrT9w_V_5wpEahYXTeXUw,JP Plays,Video games,10900000,Brazil,225200,11700,170
812,barbie,http://youtube.com/channel/UCadtap8RYMNy8w4K9lXhzpQ,Barbie,,10900000,,83300,1600,
813,DemolitionRanch,http://youtube.com/channel/UCBvc7pmUp9wiZIFOXEp1sCg,DemolitionRanch,Video games,10900000,United States,1200000,61200,5200
814,Levinho,http://youtube.com/channel/UCHpEfybj_wamBKz2u6IoiGA,Levinho,,10900000,India,257600,25700,564
815,Acenix,http://youtube.com/channel/UCH3h4jRKn3lJo0uORqqESPg,Acenix,Video games,10900000,Mexico,2000000,67800,2300
816,TygaTygaTV,http://youtube.com/channel/UC-Eh1lR_tWVtv9AvxLybMtQ,Tyga,Music & Dance,10900000,United States,0,,
817,XHuevaX,http://youtube.com/channel/UCe7VVljK2G15Bdxfr-xQoMw,Hueva,Video games,10900000,Mexico,529300,14900,594
818,mirandasings08,http://youtube.com/channel/UC1OFDlfdRb6ma1ZGZd07gWA,Miranda Sings,MoviesHumor,10900000,United States,152600,12000,1200
819,Taylor RS,http://youtube.com/channel/UCCdYYruzqbr0FdNehbUoUiw,Taylor RS,,10900000,United States,96900,542,13
820,cbstvdinsideedition,http://youtube.com/channel/UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,News & Politics,10900000,United States,222200,6000,718
821,Mrwhosetheboss,http://youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,Science & Technology,10900000,United States,3000000,152000,8500
822,Oum Walid,http://youtube.com/channel/UCVXD2kNki3rfLMhF8uNIcBQ,Oum Walid,Education,10900000,Algeria,492900,24500,1100
823,pinkfongko,http://youtube.com/channel/UCqXwKu6dKobXEQFhdKtiJLQ,핑크퐁 (인기 동요・동화),Education,10900000,South Korea,27800,122,
824,Doja Cat,http://youtube.com/channel/UCzpl23pGTHVYqvKsgY0A-_w,Doja Cat,Music & Dance,10900000,United States,615000,36900,1200
825,HikakinTV,http://youtube.com/channel/UCZf__ehlCEBPop-_sldpBUQ,HikakinTV,Music & DanceHumor,10900000,Japan,2600000,46300,1900
826,doctruyencotich,http://youtube.com/channel/UC6eq3sR4CtbvGdmInchzWUA,Kênh Thiếu Nhi - BHMEDIA,Music & DanceAnimation,10900000,United States,13400,49,
827,videogyan,http://youtube.com/channel/UCs0upBDG-dCAxy8_VDPE5XA,Videogyan Nursery Rhymes - Kids Songs & Cartoons,Animation,10900000,,58700,269,
828,Área Secreta,http://youtube.com/channel/UCcFgREmujdPHvA7I_VOmgIA,Área Secreta,Movies,10900000,Brazil,136500,23500,1300
829,Dobre Brothers,http://youtube.com/channel/UCC3OGYxHwV8pB5yLobw9KdA,Dobre Brothers,MoviesHumor,10900000,United States,457900,18500,409
830,OGGY,http://youtube.com/channel/UCNEKMkg_DG8eAyR1BNWsSvw,OGGY,,10900000,,245000,2400,
831,Flowers Comedy,http://youtube.com/channel/UCmAPdImtXLGh5E-lTTH4Qmg,Flowers Comedy,,10900000,India,160300,2200,192
832,GamesEduUu,http://youtube.com/channel/UCYzp8-P162Em-3uZnCuGJOg,Games EduUu,MoviesToys,10900000,Brazil,1500000,206900,5800
833,OYUNCAKOYNUYORUM,http://youtube.com/channel/UCGZrRXxlJGFCH1SMwpMbfAw,OYUNCAKOYNUYORUM,,10900000,,274300,1300,
834,Flamingo,http://youtube.com/channel/UCm-X6o81nRsXQTmqpyArkBQ,Flamingo,AnimationVideo games,10900000,United States,2000000,68700,7500
835,penguinz0,http://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg,penguinz0,AnimationVideo games,10800000,United States,1200000,58600,3100
836,N1Noobtubers,http://youtube.com/channel/UC0avk6i7f9ZYFfORXMgZxlA,웃웃TwinsFromRussia,Daily vlogs,10800000,United States,94200,4900,21
837,brancoala,http://youtube.com/channel/UC0otZdGYsA9KqVKAcn2peQA,Brancoala,MoviesAnimation,10800000,Brazil,626700,13500,353
838,Experienced Mojaraba TV,http://youtube.com/channel/UCCvguzToWt3PYumFPRusUKg,Experienced Mojaraba TV,Health & Self HelpFood & Drinks,10700000,United States,0,,
839,sagahits,http://youtube.com/channel/UCuFwzKrS0wE43CSkyaHBGiQ,SagaHits,Music & Dance,10700000,India,283700,6700,102
840,NEXT9NEWS हर खबर आप तक,http://youtube.com/channel/UCRNmk0RhyeoHOgcB5xxgqBw,NEXT9NEWS हर खबर आप तक,News & Politics,10700000,India,2700,20,1
841,telugufilmnagar,http://youtube.com/channel/UCintIUOJEktQBfhEI9XXpuw,Telugu Filmnagar,,10700000,India,3000,54,1
842,Jessica Jane,http://youtube.com/channel/UCFuM3BWlLM3YbLjkXBiJ8-A,Jessica Jane,Food & Drinks,10700000,Indonesia,1500000,65900,1800
843,Golemcito Games,http://youtube.com/channel/UC6Ij1c74Gm-TicYZsKL1FAw,Golemcito Games,MoviesAnimation,10700000,Peru,1800000,182800,4200
844,TWO SIDE GAMERS,http://youtube.com/channel/UCiDikVE7Y4_KpQwsxarj38g,TWO SIDE GAMERS,,10700000,India,899800,83500,4800
845,OfficiallyAnneMarie,http://youtube.com/channel/UCBL7ZxVX4GvW4CFiES_-0YA,Anne-Marie,Music & Dance,10700000,India,556600,26900,784
846,Slogomanify,http://youtube.com/channel/UCHdMK5Ef2El8KbD3L_WgANg,Slogo,Video games,10700000,United States,273800,12400,468
847,Vox,http://youtube.com/channel/UCLXo7UDZvByw2ixzpQCufnA,Vox,News & Politics,10700000,United States,1300000,32700,656
848,WarnerBrosPictures,http://youtube.com/channel/UCjmJDM5pRKbUlVIzDYYWb6g,Warner Bros. Pictures,MoviesAnimation,10700000,United States,20400,831,107
849,Google,http://youtube.com/channel/UCK8sQmJBp8GCxrOtXWBpyEA,Google,,10700000,United States,2300000,433,55
850,AdamThomasMoran,http://youtube.com/channel/UC-27_Szq7BtHDoC0R2U0zxA,AdamThomasMoran,Video gamesHumor,10700000,Russia,627600,50600,2000000
851,GoProCamera,http://youtube.com/channel/UCqhnX4jA0A5paNd1v-zEysw,GoPro,Sports,10700000,United States,36300,1400,43
852,Lofi Girl,http://youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow,Lofi Girl,Music & Dance,10700000,United States,84800,4500,161
853,Troom Troom Arabic,http://youtube.com/channel/UCyiLrFQqqJDQFOGAQ5pyC9w,Troom Troom Arabic,,10700000,Egypt,475500,6200,81
854,Nao FunFun,http://youtube.com/channel/UCS3VJQpFmLbBd5qsWci9KPA,Nao FunFun,Daily vlogs,10700000,United States,5600,47,3
855,Ceylin - H Official,http://youtube.com/channel/UC_klp3SfMIWQHK0Q0HWKJuA,Ceylin - H Official,Music & Dance,10700000,Turkey,20200,,
856,stampylonghead,http://youtube.com/channel/UCj5i58mCkAREDqFWlhaQbOw,stampylonghead,Video games,10700000,United States,114100,5800,1100
857,Rachit Rojha,http://youtube.com/channel/UCwBlZvRTu3vasTWUE9U5wPw,Rachit Rojha,,10700000,India,0,,
858,zeetamil,http://youtube.com/channel/UC_wIGmvdyAQLtl-U2nHV9rg,Zee Tamil,,10700000,India,14300,195,2
859,Captain Watch Hits,http://youtube.com/channel/UCG_rbseeLwlrNVJg-p4M3rA,Captain Watch Hits,,10600000,India,22700,164,6
860,Ben Azelart,http://youtube.com/channel/UCwVg9btOceLQuNCdoQk9CXg,Ben Azelart,Video gamesHumor,10600000,United States,9000000,236900,14400
861,aljazeerachannel,http://youtube.com/channel/UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Channel قناة الجزيرة,News & Politics,10500000,Morocco,8100,142,41
862,MeKcanal,http://youtube.com/channel/UC4WvVh0AwJ6K9w1JLepce7A,Matheus e Kauan,Music & Dance,10500000,Brazil,388200,10400,204
863,tomiii 11,http://youtube.com/channel/UCzFJ9ZkjYpxWTSqX9cVXj4g,tomiii 11,Daily vlogs,10500000,Mexico,147000,19200,3100
864,TikTak Draw,http://youtube.com/channel/UCXW9I3tejb37PGHyHcQc6hA,TikTak Draw,Animation,10500000,Mexico,122600,6100,280
865,DuDuPopTOY,http://youtube.com/channel/UCByBXiL8TC7atFvIuNC95Hg,DuDuPopTOY,AnimationHumor,10500000,,7300,75,
866,Kids smile TV,http://youtube.com/channel/UCHia02_AKmqXtxsDxrYOxow,Kids smile TV,MoviesToys,10500000,,151900,930,
867,rangeldovine,http://youtube.com/channel/UCNmBUECIkUyPr2hxIAT3vzw,Lucas Rangel,,10500000,Brazil,36100,3200,28
868,craftingeek,http://youtube.com/channel/UCXnBB3IuuXAH2kDr69-632A,Craftingeek,,10500000,Mexico,269800,7900,433
869,Vlad and Niki PRT,http://youtube.com/channel/UCiuZ9qRr3mrykNmWcAPmJ0w,Vlad and Niki PRT,,10500000,,1000000,,
870,francinyehlke,http://youtube.com/channel/UCoTM-vvs2hnv2mCvzNJ5uXA,Franciny Ehlke,FashionDesign/art,10500000,Brazil,202400,22400,1300
871,BE AMAZED,http://youtube.com/channel/UCkQO3QsgTpNTsOw6ujimT5Q,BE AMAZED,Education,10500000,United States,343300,11100,852
872,Pen Multiplex,http://youtube.com/channel/UCObyBrdrtQ20BU9PxHQDY9w,Pen Multiplex,,10500000,India,11400,81,2
873,soicon295,http://youtube.com/channel/UCU0SGO9-HhqZfsB9v8sbJ5w,Magnet World,,10500000,United States,21000,247,9
874,"Baby Big Mouth Kids - Sing, Dance, Explore",http://youtube.com/channel/UCWr4vlkj5xXQ4bSXNeTT2AA,"Baby Big Mouth Kids - Sing, Dance, Explore",AnimationToys,10500000,,902,9,
875,PinaRecordsVideos,http://youtube.com/channel/UCmKSr4RkQLqPPxSh2Y2xEdQ,Pina Records,Music & Dance,10500000,Colombia,463100,19400,913
876,redbull,http://youtube.com/channel/UCblfuW_4rakIf2h6aqANefA,Red Bull,Sports,10500000,United States,84400,2700,60
877,BuzzFeedYellow,http://youtube.com/channel/UCay_OLhWtf9iklq8zg_or0g,As/Is,Daily vlogs,10500000,United States,13900,582,25
878,ChillStepNation,http://youtube.com/channel/UCM9KEEuzacwVlkt9JfJad7g,Chill Nation,Music & Dance,10500000,United States,34700,933,46
879,Alan Chikin Chow,http://youtube.com/channel/UC5gxP-2QqIh_09djvlm9Xcg,Alan Chikin Chow,,10500000,India,12500000,415900,508
880,Milena Stepanienco - MILENINHA,http://youtube.com/channel/UCMQGjL7ft6aNLKPp5xN-P3A,Milena Stepanienco - MILENINHA,MoviesAnimation,10500000,Brazil,709700,5000,
881,قناة وناسة -  Wanasah TV,http://youtube.com/channel/UCiRfBu1ymNpygUgpvGzVr_w,قناة وناسة -  Wanasah TV,Music & Dance,10500000,,1400000,11100,
882,sbtthenoite,http://youtube.com/channel/UCEWOoncsrmirqnFqxer9lmA,The Noite com Danilo Gentili,MoviesHumor,10500000,Brazil,14100,763,29
883,destinws2,http://youtube.com/channel/UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,Science & Technology,10500000,United States,808400,43400,2700
884,SaraBeautyCorner,http://youtube.com/channel/UC0YvTCy1I4_a-3pn47_5DBA,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",DIY & Life Hacks,10500000,United States,72000,4200,104
885,LA DIVAZA,http://youtube.com/channel/UCY_37NEvihrX3Te637OTxOg,LA DIVAZA,Music & DanceHumor,10500000,Mexico,995700,83200,2400
886,CJENMMUSIC,http://youtube.com/channel/UC_pwIXKXNm5KGhdEVzmY60A,Stone Music Entertainment,Music & DanceMovies,10500000,United States,5800,460,20
887,Caso Cerrado,http://youtube.com/channel/UCGbofRROopWrumVob5w61OA,Caso Cerrado,Animation,10500000,Mexico,359800,4200,153
888,Primitive Technology,http://youtube.com/channel/UCAL3JXZSzSm8AlZyD3nQdBA,Primitive Technology,DIY & Life Hacks,10500000,United States,2300000,146300,8300
889,Goldmines Housefull,http://youtube.com/channel/UC2aBjYYDkwN5LLSB8957KZQ,Goldmines Housefull,,10500000,,23000,,
890,mrplotvideos,http://youtube.com/channel/UC0cGVh96osM7yqMu0ENSKKQ,Mundo Bita,Music & DanceMovies,10500000,,172500,2800,
891,Playing with Rafael,http://youtube.com/channel/UCwawAhSsdZ4hO2WPOdM_iYw,Playing with Rafael,,10500000,Brazil,20300,597,
892,Cris Devil Gamer,http://youtube.com/channel/UCd0neB_LB1xpwIYDetX2qTg,Cris Devil Gamer,MoviesAnimation,10500000,United States,499600,15100,385
893,ctctv,http://youtube.com/channel/UCdmauIL-k-djcct-yMrf82A,СТС,Video gamesHumor,10500000,Russia,78400,640,30
894,RDCGujarati,http://youtube.com/channel/UCuB7zkQVpcPKzHYJn45vM9w,RDC Gujarati,Music & Dance,10500000,India,27600,1200,19
895,HISHEdotcom,http://youtube.com/channel/UCHCph-_jLba_9atyCZJPLQQ,How It Should Have Ended,MoviesAnimation,10400000,United States,1100000,44600,2100
896,ChuChuTV Hindi,http://youtube.com/channel/UCbH4Ii9Htdqc-QgxoV3M0Qw,ChuChuTV Hindi,Education,10400000,,66500,364,
897,MrGustavoParodias,http://youtube.com/channel/UCvQzqiZc4RXGODrIbSwMseQ,Gustavo Paródias,,10300000,Brazil,344700,34100,70
898,historychannel,http://youtube.com/channel/UC9MAhZQQd9egwWCxrwSIsJQ,HISTORY,Movies,10300000,United States,59500,1300,148
899,Joe HaTTab,http://youtube.com/channel/UCe6eisvsctSPvBhmincn6kA,Joe HaTTab,Movies,10300000,Somalia,2100000,299700,23500
900,WAMIndiaMovies,http://youtube.com/channel/UCt7_pnSRPKU3bu2GqmgH8gQ,Wamindia Movies,,10300000,India,7800,65,4
901,lincolnvelasquez,http://youtube.com/channel/UC73zqrs0Th_a9dFUivEmv2A,Cong TV,,10300000,Philippines,3900000,223100,7300
902,Pinkfong en español - Canciones Infantiles,http://youtube.com/channel/UCrYwqJZ-AnvnyF8vRndgvnA,Pinkfong en español - Canciones Infantiles,AnimationToys,10300000,,59000,273,
903,atv,http://youtube.com/channel/UCUVZ7T_kwkxDOGFcDlFI-hg,atv,MoviesAnimation,10300000,Turkey,13400,118,8
904,TwinRoozi 쌍둥이 루지,http://youtube.com/channel/UCMa-5a4Hg3KnbiDOvhdfb3w,TwinRoozi 쌍둥이 루지,Daily vlogs,10300000,Indonesia,127700,,
905,AsapSCIENCE,http://youtube.com/channel/UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,Science & Technology,10300000,United States,132000,9800,370
906,rathorvideo,http://youtube.com/channel/UCbSGbqIVds2FiYn-0v0AqSA,Rathore Cassettes,,10300000,India,6000,97,10
907,KiKiDo,http://youtube.com/channel/UCWGK2_WVaXWv-QrkgT9-KDw,KiKiDo,Video gamesHumor,10300000,Russia,3400000,81300,2900
908,Indore Physical Academy,http://youtube.com/channel/UC196qeFpI8slOwK8ZWjKndw,Indore Physical Academy,,10300000,India,213300,17900,273
909,DalasReview,http://youtube.com/channel/UCgRr2pZaGeaZVN6LfbvQk9w,Dalas Review,Science & Technology,10300000,Mexico,649100,64600,7200
